"","x"
"9219","Georgia Officials Reveal Third Trump Call Seeking to Influence Election Results https://t.co/yGnPZ1jbqD"
"9220","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9221","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9222","Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General https://t.co/asjc24uaXi"
"9223","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9224","U.S. attorney in Georgia: ‘There’s just nothing to’ claims of election fraud https://t.co/BH8FfG5YVR"
"9225","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9226","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9227","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"9228","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9229","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9230","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9231","RT @EricHolder: There must be accountability/consequences for all those who participated in the effort to subvert our democracy. This is no…"
"9232","RT @PreetBharara: The torrent of new information about his misconduct in the final weeks is just beginning. It will not be possible to just…"
"9233","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9234","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9235","Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General https://t.co/eoiPPAU2BU"
"9236","RT @scottwongDC: Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General, via @NYTimes https://t.co/uJ5SBgU9dx"
"9237","@KarenEDeering @Beachbumjules @donwinslow We can't sleep - we are literally one election away from fascism.  We MUS… https://t.co/uippsw1PCn"
"9238","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9239","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"9240","RT @CRStandsUp: This must be the final straw. There is no longer any doubt that <U+2066>@RepScottPerry<U+2069> is unfit to represent #PA10. He must resig…"
"9241","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"9242","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"9243","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9244","RT @Annayarajpoot3: Seriously this is justice???! where is our <U+0001F937><U+0001F3FB><U+200D><U+2640><U+FE0F>Pm?our government? <U+0001F937><U+0001F3FB><U+200D><U+2640><U+FE0F>Oh i forget there is no elections right now whe…"
"9245","RT @girlsreallyrule: THIS IS BIG: Due to voter fraud investigations nationwide not turning up enough proof to alter the election outcome, P…"
"9246","RT @AymanMasoud_1: Dear Mr.@POTUS We #dv2020visaholders dreaming of justice since you’ve intended to stand for election, we’re suffering fr…"
"9247","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"9248","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"9249","Trump wanted the Justice Department to sue individual states to overturn their election results, but top officials… https://t.co/InYNr52PEw"
"9250","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9251","RT @gpscaspirAnts: @dineshdasa1 Sir i was talking about some crucial dates of election announced today. Some of us will be ARO for this ele…"
"9252","RT @PreetBharara: The torrent of new information about his misconduct in the final weeks is just beginning. It will not be possible to just…"
"9253","RT @ninaandtito: Hope someone challenges Jeffrey Clark’s bar license, and soon.

Trump and Justice Dept. Lawyer Said to Have Plotted to Ous…"
"9254","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9255","Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General https://t.co/lS7HMdxBLE"
"9256","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"9257","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"9258","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"9259","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9260","via @NYTimes   #ScottPerryInPA #ScottPerry #GOPSeditiousTraitor    You play, You pay.  Time's up for Liars, Traitor… https://t.co/YDRhFDNHP3"
"9261","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9262","RT @nramind: Good investigation on an important subject; note that at its heart the story relies on confidential sources. Wonder what arran…"
"9263","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9264","RT @manalivehouston: Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General https://t.co/68pywe3fnT"
"9265","RT @MarkJacob16: Hey, Harrisburg and York, PA. Your congressman, Scott Perry, is a traitor. Do something about it.  https://t.co/bM2e11iuX9"
"9266","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9267","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"9268","RT @ejeancarroll: Is this the foul chump who dreamed up the idea of giving my case to the DOJ?  Jeff Clark signed the motion the VERY day T…"
"9269","RT @samstein: We had heard that Scott Perry was the PA Republican who was involving in trying to oust the AG and help Trump overturn the el…"
"9270","RT @BGrueskin: Impeach him again? 

“Trump and Justice Dept. Lawyer Plotted to Oust Acting Attorney General” https://t.co/KWpIA1KPt5"
"9271","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"9272","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9273","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"9274","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"9275","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9276","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9277","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"9278","@SenTedCruz @TexasGuard These guys had to protect our Capitol for the riot you instigated with your faux election f… https://t.co/TYc4f01Rs9"
"9279","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9280","RT @semperdiced: <U+0001F6A8><U+0001F6A8>Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General  https://t.co/tyEfhmnlyw"
"9281","Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General - The New York Times https://t.co/DQMkF9ZyEp"
"9282","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"9283","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"9284","RT @MollyJongFast: Oh wow, they really did try to coup https://t.co/hHYTF6wmcQ"
"9285","RT @GottaLaff: BREAKING  —PA congressman played key role in Trump’s plot to oust acting attorney general this month.  The involvement of Re…"
"9286","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"9287","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"9288","lock him up  ... The New York Times: Trump and Justice Dept. Lawyer Said to Have Plotted to Oust Acting AG.… https://t.co/rJdCDaPB4z"
"9289","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9290","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"9291","Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General - The New York Times https://t.co/R5m3lsdVem"
"9292","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"9293","RT @ksplanet: .@RepScottPerry You are a traitor to America. You hate democracy. Time to resign, scotty.

https://t.co/RVUaFndEMd"
"9294","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9295","RT @keithboykin: Pennsylvania Republican Scott Perry was the conduit who introduced Donald Trump to Justice Department lawyer Jeffrey Clark…"
"9296","RT @KimMangone: @tedcruz Good lord Ted, spare us your crocodile tears. You tried to overturn an election which lead to an insurrection."
"9297","RT @nramind: Good investigation on an important subject; note that at its heart the story relies on confidential sources. Wonder what arran…"
"9298","RT @CREWcrew: The Justice Department inspector general has begun examining the abrupt departure this month of the U.S. attorney in Atlanta…"
"9299","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9300","RT @samstein: We had heard that Scott Perry was the PA Republican who was involving in trying to oust the AG and help Trump overturn the el…"
"9301","RT @tiny_watermelon: @pokerspudda @AlboMP This is important - it is taxpayer funded propaganda. 

The PM is swanning around QLD on his camp…"
"9302","RT @Mominsweats: @nycsouthpaw @travisakers And let us know forget who signed onto Texas lawsuit.

https://t.co/STqhQOdKhI"
"9303","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9304","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9305","RT @emptywheel: There's a detail in NYT's scoop about Jeffrey Bossert Clark: He was introduced to Trump by a PA politician (he's from Phill…"
"9306","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"9307","RT @jaketapper: NYT IDs <U+2066>@RepScottPerry<U+2069> as the PA GOPer who introduced Trump to DOJ official Jeffrey Clark, “whose openness to conspiracy…"
"9308","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9309","RT @TomBrierJr: A modern day Benedict Arnold. <U+2066>@RepScottPerry<U+2069> is disgrace to Pennsylvanians and a traitor to our country. If he has even a…"
"9310","@NikkiHaley You can’t say the #PutinPuppet Trump was tough on Russia. Between ‘16 election, snatching interpreters… https://t.co/1UlOVtCG6l"
"9311","RT @robertjdenault: If this story is correct and PA Rep. Scott Perry tried to coordinate Trump’s endeavor to oust the Acting AG and force D…"
"9312","RT @peaceandteachin: If he was innocent, he would welcome the investigation. 
He participated in overthrowing the US election, and the atta…"
"9313","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9314","RT @IzabellySV: Scott Perry needs to be expelled from congress and never allowed to hold office again. He’s a seditionist who helped in the…"
"9315","Trump and Justice Dept. Lawyer Said to Have Plotted to Oust Acting Attorney General https://t.co/WMHpu5wUkZ"
"9316","RT @DePasqualePA: I wish I was surprised that the <U+2066>@nytimes<U+2069>   found it was <U+2066>@RepScottPerry<U+2069> who tried to oust the Acting Attorney General…"
"9317","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"9318","RT @brianstelter: How would you feel to have these words following your name?

""whose openness to conspiracy theories about election fraud…"
"9319","RT @adamgoldmanNYT: EXCLUSIVE: When @ktbenner first told me about this story even I was stunned after 4 years of covering the Trump Adminis…"
"9320","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9321","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9322","RT @briantylercohen: @SenTedCruz You tried to disenfranchise every citizen of Pittsburgh by throwing out the election results in the entire…"
"9323","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9324","Dude knows Wisconsin's laws but, NOT his own NC state laws...smdh. Lord help US with these fresh off the boaters. &amp;… https://t.co/GLz4V9Ez6P"
"9325","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9326","RT @samstein: We had heard that Scott Perry was the PA Republican who was involving in trying to oust the AG and help Trump overturn the el…"
"9327","RT @SputnikInt: Joe Biden's election campaign set new 'dark money' donation record, media says 

@JoeBiden https://t.co/0S5qLWOppf"
"9328","RT @amyklobuchar: Days before inciting failed physical attack on Congress, Trump plotted another kind of insurrection...this time against t…"
"9329","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9330","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"9331","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9332","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9333","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9334","@elle_desylva I have a school friend who has been brain washed by some acquaintances in the US who are Trump follow… https://t.co/UVSTe74li8"
"9335","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"9336","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"9337","RT @DwightEvansPA: Disgraceful actions from Rep. Perry and he should be ashamed of himself. #resignPerry 

https://t.co/dnLwtopJFH"
"9338","RT @maggieNYT: NEW - Giuliani acknowledged to me that his associate, Maria Ryan, sent an email to campaign officials seeking $20k a day for…"
"9339","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"9340","Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General https://t.co/Y2MrC2A5Em… https://t.co/zjG1RtmFbK"
"9341","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9342","RT @ShafiqSwalle256: Electoral commission @UgandaEC should not be considered competent it’s just a set of frauds put aside to sell off Ugan…"
"9343","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9344","RT @samstein: We had heard that Scott Perry was the PA Republican who was involving in trying to oust the AG and help Trump overturn the el…"
"9345","RT @tiny_watermelon: @pokerspudda @AlboMP This is important - it is taxpayer funded propaganda. 

The PM is swanning around QLD on his camp…"
"9346","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"9347","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9348","RT @DwightEvansPA: Disgraceful actions from Rep. Perry and he should be ashamed of himself. #resignPerry 

https://t.co/dnLwtopJFH"
"9349","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"9350","RT @NPRinskeep: The attacks on democracy that we knew about were not the half of it, apparently.

You really just have to read this. 

http…"
"9351","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"9352","RT @BillKristol: When Barr left Dec. 23, I said I was alarmed about Trump and DOJ, and I wasn’t confident Rosen would stand up to illegal e…"
"9353","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9354","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9355","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"9356","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9357","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9358","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9359","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9360","Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General - The New York Times… https://t.co/0Tas3WRhS5"
"9361","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9362","Top story: Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General… https://t.co/nrAr6w59lQ"
"9363","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9364","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9365","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"9366","RT @Sir_John_Thomas: Trump stood with #AmericanWorkers to protect our jobs

Biden's first day as POTUS, he removes protections for American…"
"9367","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9368","RT @SimonWDC: Mindblowing story.   https://t.co/zORJAtcO72"
"9369","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"9370","RT @robertjdenault: If this story is correct and PA Rep. Scott Perry tried to coordinate Trump’s endeavor to oust the Acting AG and force D…"
"9371","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9372","Top story: Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General… https://t.co/Cfu15P6GLN"
"9373","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9374","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"9375","RT @VABVOX: For months Trump was trying to subvert the election in Pennsylvania. That was the beginning--and apparently the end as well.

P…"
"9376","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9377","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"9378","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"9379","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9380","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9381","Top story: Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General… https://t.co/tCN4xZsvGQ"
"9382","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9383","RT @EricHolder: There must be accountability/consequences for all those who participated in the effort to subvert our democracy. This is no…"
"9384","Top story: Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General… https://t.co/OfZl0dpAQ9"
"9385","RT @cindymaguirenyc: @RepScottPerry Looks like the facts say otherwise Rep Perry: https://t.co/INrS25Bc4B"
"9386","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"9387","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"9388","Top story: Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General… https://t.co/b60UiJnKx8"
"9389","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9390","RT @ECMcLaughlin: This guy needs to be investigated, indicted and removed. https://t.co/EHbQTIPeo6"
"9391","Let us unite and explain to our country men the real issues now and unmasked the traitors and super corrupt, liars… https://t.co/f43AkWtr5j"
"9392","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9393","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"9394","RT @HEBobiwine: Yes, for standing and defeating Gen. Museveni in an election, which he resoundingly rigged, I am still under house arrest 8…"
"9395","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9396","RT @ScarletAvengers: Turn the tables and imagine these were Dems. We did nothing and they crucified HRC for 13 hrs straight in 1 of the 387…"
"9397","Top story: Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General… https://t.co/u2gBoSQw7B"
"9398","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9399","Top story from @GrandRounds4ODs: Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney Gene… https://t.co/daDkkqs0Ek"
"9400","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9401","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"9402","RT @BREntzminger: @ktbenner Donald Trump conspired with a US Attorney to overturn the results of national election by challenging Georgia’s…"
"9403","RT @KimMangone: @tedcruz Good lord Ted, spare us your crocodile tears. You tried to overturn an election which lead to an insurrection."
"9404","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9405","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9406","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"9407","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"9408","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9409","@221adventures @pal_johnsen @INechepurenko I think the point is Putin. He created instability global to destabilize… https://t.co/ea2xemY06n"
"9410","Senators who backed Trump's election challenge may rethink their stance on impeachment after losing corporate fundi… https://t.co/g03zOS89zd"
"9411","RT @maggieNYT: .<U+2066>@ktbenner<U+2069> is on fire &gt;  https://t.co/zb6bu0xKFH"
"9412","RT @Will_Bunch: Hey Scott Perry, resign https://t.co/ziWRq6OGdc"
"9413","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9414","RT @JimGaffigan: Just a reminder of how dirty and corrupt Trump was.  Any Republican Senator that is against impeachment is either running…"
"9415","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9416","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"9417","RT @DwightEvansPA: Disgraceful actions from Rep. Perry and he should be ashamed of himself. #resignPerry 

https://t.co/dnLwtopJFH"
"9418","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9419","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"9420","RT @girlsreallyrule: THIS IS BIG: Due to voter fraud investigations nationwide not turning up enough proof to alter the election outcome, P…"
"9421","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9422","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9423","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9424","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"9425","RT @SputnikInt: Joe Biden's election campaign set new 'dark money' donation record, media says 

@JoeBiden https://t.co/0S5qLWOppf"
"9426","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"9427","RT @nytimes: Breaking News: Donald Trump and a Justice Department official plotted to oust the acting attorney general to try to advance ba…"
"9428","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"9429","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"9430","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"9431","RT @girlsreallyrule: THIS IS BIG: Due to voter fraud investigations nationwide not turning up enough proof to alter the election outcome, P…"
"9432","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"9433","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"9434","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
